From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Gene Ontology (biological process),Gene Ontology (GO),Gene Ontology IDs,Gene Ontology (cellular component),Gene Ontology (molecular function)
PA5026,Q9HUE3,unreviewed,Q9HUE3_PSEAE,DUF4442 domain-containing protein,PA5026,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),150,,,,,
PA0697,Q9I5M9,unreviewed,Q9I5M9_PSEAE,DNA repair protein,PA0697,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),220,,,,,
PA0685,Q9I5P0,unreviewed,Q9I5P0_PSEAE,Probable type II secretion system protein,PA0685,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),803,protein secretion [GO:0009306]; protein secretion by the type II secretion system [GO:0015628],cell outer membrane [GO:0009279]; type II protein secretion system complex [GO:0015627]; protein secretion [GO:0009306]; protein secretion by the type II secretion system [GO:0015628],GO:0009279; GO:0009306; GO:0015627; GO:0015628,cell outer membrane [GO:0009279]; type II protein secretion system complex [GO:0015627],
PA0128,Q9I704,unreviewed,Q9I704_PSEAE,Alkylphosphonate utilization protein,PA0128,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),113,,cytosol [GO:0005829],GO:0005829,cytosol [GO:0005829],
PA1609,Q9I3B2,unreviewed,Q9I3B2_PSEAE,Beta-ketoacyl-ACP synthase I,fabB PA1609,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),405,fatty acid biosynthetic process [GO:0006633]; unsaturated fatty acid biosynthetic process [GO:0006636],cytosol [GO:0005829]; 3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]; fatty acid biosynthetic process [GO:0006633]; unsaturated fatty acid biosynthetic process [GO:0006636],GO:0004315; GO:0005829; GO:0006633; GO:0006636,cytosol [GO:0005829],3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]
PA1448,Q9I3Q3,unreviewed,Q9I3Q3_PSEAE,Flagellar biosynthetic protein FliR,fliR PA1448,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),258,bacterial-type flagellum assembly [GO:0044780]; protein targeting [GO:0006605],bacterial-type flagellum basal body [GO:0009425]; plasma membrane [GO:0005886]; bacterial-type flagellum assembly [GO:0044780]; protein targeting [GO:0006605],GO:0005886; GO:0006605; GO:0009425; GO:0044780,bacterial-type flagellum basal body [GO:0009425]; plasma membrane [GO:0005886],
PA2230,Q9I1N9,unreviewed,Q9I1N9_PSEAE,Transglycosylase SLT domain-containing protein,PA2230,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),223,,,,,
PA2947,Q9HZQ0,unreviewed,Q9HZQ0_PSEAE,CobE/GbiG C-terminal domain-containing protein,PA2947,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),142,cobalamin biosynthetic process [GO:0009236],cobalamin biosynthetic process [GO:0009236],GO:0009236,,
PA2204,Q9I1R3,unreviewed,Q9I1R3_PSEAE,Probable binding protein component of ABC transporter,PA2204,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),268,amino acid transport [GO:0006865],membrane [GO:0016020]; ligand-gated ion channel activity [GO:0015276]; amino acid transport [GO:0006865],GO:0006865; GO:0015276; GO:0016020,membrane [GO:0016020],ligand-gated ion channel activity [GO:0015276]
PA5274,Q9HTS6,unreviewed,Q9HTS6_PSEAE,Nucleoside diphosphate kinase regulator,rnk PA5274,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),134,DNA-templated transcription elongation [GO:0006354]; phosphorylation [GO:0016310]; regulation of DNA-templated transcription elongation [GO:0032784],DNA binding [GO:0003677]; kinase activity [GO:0016301]; RNA polymerase binding [GO:0070063]; DNA-templated transcription elongation [GO:0006354]; phosphorylation [GO:0016310]; regulation of DNA-templated transcription elongation [GO:0032784],GO:0003677; GO:0006354; GO:0016301; GO:0016310; GO:0032784; GO:0070063,,DNA binding [GO:0003677]; kinase activity [GO:0016301]; RNA polymerase binding [GO:0070063]
PA4529,Q9HVP8,reviewed,COAE_PSEAE,Dephospho-CoA kinase (EC 2.7.1.24) (Dephosphocoenzyme A kinase),coaE PA4529,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),203,coenzyme A biosynthetic process [GO:0015937]; phosphorylation [GO:0016310],cytoplasm [GO:0005737]; ATP binding [GO:0005524]; dephospho-CoA kinase activity [GO:0004140]; coenzyme A biosynthetic process [GO:0015937]; phosphorylation [GO:0016310],GO:0004140; GO:0005524; GO:0005737; GO:0015937; GO:0016310,cytoplasm [GO:0005737],ATP binding [GO:0005524]; dephospho-CoA kinase activity [GO:0004140]
PA1676,Q9I349,unreviewed,Q9I349_PSEAE,DUF1049 domain-containing protein,PA1676,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),106,,membrane [GO:0016020],GO:0016020,membrane [GO:0016020],
PA1546,P77915,reviewed,HEMN_PSEAE,Oxygen-independent coproporphyrinogen III oxidase (CPO) (EC 1.3.98.3) (Coproporphyrinogen III dehydrogenase) (CPDH),hemN PA1546,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),460,porphyrin-containing compound biosynthetic process [GO:0006779]; protoporphyrinogen IX biosynthetic process [GO:0006782],"cytoplasm [GO:0005737]; 4 iron, 4 sulfur cluster binding [GO:0051539]; coproporphyrinogen dehydrogenase activity [GO:0051989]; coproporphyrinogen oxidase activity [GO:0004109]; metal ion binding [GO:0046872]; porphyrin-containing compound biosynthetic process [GO:0006779]; protoporphyrinogen IX biosynthetic process [GO:0006782]",GO:0004109; GO:0005737; GO:0006779; GO:0006782; GO:0046872; GO:0051539; GO:0051989,cytoplasm [GO:0005737],"4 iron, 4 sulfur cluster binding [GO:0051539]; coproporphyrinogen dehydrogenase activity [GO:0051989]; coproporphyrinogen oxidase activity [GO:0004109]; metal ion binding [GO:0046872]"
PA1069,Q9I4Q5,unreviewed,Q9I4Q5_PSEAE,Tetratricopeptide repeat protein,PA1069,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),764,,,,,
PA2079,Q9I236,unreviewed,Q9I236_PSEAE,Probable amino acid permease,PA2079,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),468,amino acid transport [GO:0006865]; transmembrane transport [GO:0055085],membrane [GO:0016020]; amino acid transport [GO:0006865]; transmembrane transport [GO:0055085],GO:0006865; GO:0016020; GO:0055085,membrane [GO:0016020],
PA0852,Q9I589,reviewed,CBPD_PSEAE,Chitin-binding protein CbpD (Protease LasD),cbpD lasD PA0852,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),389,protein secretion by the type II secretion system [GO:0015628]; protein transport by the Sec complex [GO:0043952],extracellular space [GO:0005615]; chitin binding [GO:0008061]; protein secretion by the type II secretion system [GO:0015628]; protein transport by the Sec complex [GO:0043952],GO:0005615; GO:0008061; GO:0015628; GO:0043952,extracellular space [GO:0005615],chitin binding [GO:0008061]
PA0910,Q9I547,unreviewed,Q9I547_PSEAE,Uncharacterized protein,PA0910,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),167,autolysis [GO:0001896]; cellular response to DNA damage stimulus [GO:0006974],autolysis [GO:0001896]; cellular response to DNA damage stimulus [GO:0006974],GO:0001896; GO:0006974,,
PA0558,Q9I5X8,unreviewed,Q9I5X8_PSEAE,Methyltransferase type 11 domain-containing protein,PA0558,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),255,,methyltransferase activity [GO:0008168],GO:0008168,,methyltransferase activity [GO:0008168]
PA0678,Q9I5P7,unreviewed,Q9I5P7_PSEAE,Type II secretion system protein H (General secretion pathway protein H),PA0678,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),149,protein secretion by the type II secretion system [GO:0015628]; type IV pilus assembly [GO:0043683]; type IV pilus-dependent motility [GO:0043107],plasma membrane [GO:0005886]; type II protein secretion system complex [GO:0015627]; type IV pilus [GO:0044096]; protein secretion by the type II secretion system [GO:0015628]; type IV pilus assembly [GO:0043683]; type IV pilus-dependent motility [GO:0043107],GO:0005886; GO:0015627; GO:0015628; GO:0043107; GO:0043683; GO:0044096,plasma membrane [GO:0005886]; type II protein secretion system complex [GO:0015627]; type IV pilus [GO:0044096],
PA1787,Q9I2V5,reviewed,ACNB_PSEAE,"Aconitate hydratase B (ACN) (Aconitase) (EC 4.2.1.3) ((2R,3S)-2-methylisocitrate dehydratase) ((2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate dehydratase) (2-methyl-cis-aconitate hydratase) (EC 4.2.1.99) (Iron-responsive protein-like) (IRP-like) (RNA-binding protein)",acnB PA1787,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),869,"propionate catabolic process, 2-methylcitrate cycle [GO:0019629]; tricarboxylic acid cycle [GO:0006099]","cytosol [GO:0005829]; 2-methylisocitrate dehydratase activity [GO:0047456]; 4 iron, 4 sulfur cluster binding [GO:0051539]; aconitate hydratase activity [GO:0003994]; citrate dehydratase activity [GO:0047780]; metal ion binding [GO:0046872]; mRNA 3'-UTR binding [GO:0003730]; mRNA binding [GO:0003729]; propionate catabolic process, 2-methylcitrate cycle [GO:0019629]; tricarboxylic acid cycle [GO:0006099]",GO:0003729; GO:0003730; GO:0003994; GO:0005829; GO:0006099; GO:0019629; GO:0046872; GO:0047456; GO:0047780; GO:0051539,cytosol [GO:0005829],"2-methylisocitrate dehydratase activity [GO:0047456]; 4 iron, 4 sulfur cluster binding [GO:0051539]; aconitate hydratase activity [GO:0003994]; citrate dehydratase activity [GO:0047780]; metal ion binding [GO:0046872]; mRNA 3'-UTR binding [GO:0003730]; mRNA binding [GO:0003729]"
PA0610,Q06552,reviewed,PRTN_PSEAE,Transcription regulatory protein PrtN (Pyocin activator protein),prtN PA0610,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),104,bacteriocin biosynthetic process [GO:0030152]; positive regulation of secondary metabolite biosynthetic process [GO:1900378]; regulation of DNA-templated transcription [GO:0006355],DNA binding [GO:0003677]; bacteriocin biosynthetic process [GO:0030152]; positive regulation of secondary metabolite biosynthetic process [GO:1900378]; regulation of DNA-templated transcription [GO:0006355],GO:0003677; GO:0006355; GO:0030152; GO:1900378,,DNA binding [GO:0003677]
PA4619,Q9HVH2,unreviewed,Q9HVH2_PSEAE,Probable c-type cytochrome,PA4619,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),415,,"plasma membrane [GO:0005886]; electron transfer activity [GO:0009055]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on CH-OH group of donors [GO:0016614]",GO:0005506; GO:0005886; GO:0009055; GO:0016614; GO:0020037,plasma membrane [GO:0005886],"electron transfer activity [GO:0009055]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on CH-OH group of donors [GO:0016614]"
PA0102,Q9I730,unreviewed,Q9I730_PSEAE,Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase),PA0102,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),242,carbon utilization [GO:0015976]; cyanate catabolic process [GO:0009440],carbonate dehydratase activity [GO:0004089]; zinc ion binding [GO:0008270]; carbon utilization [GO:0015976]; cyanate catabolic process [GO:0009440],GO:0004089; GO:0008270; GO:0009440; GO:0015976,,carbonate dehydratase activity [GO:0004089]; zinc ion binding [GO:0008270]
PA1648,Q9I377,unreviewed,Q9I377_PSEAE,Probable oxidoreductase,PA1648,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),334,,"nucleotide binding [GO:0000166]; oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor [GO:0016628]",GO:0000166; GO:0016628,,"nucleotide binding [GO:0000166]; oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor [GO:0016628]"
PA4822,Q9HUY8,unreviewed,Q9HUY8_PSEAE,PhoU domain-containing protein,PA4822,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),555,sodium-dependent phosphate transport [GO:0044341],plasma membrane [GO:0005886]; sodium:phosphate symporter activity [GO:0005436]; sodium-dependent phosphate transport [GO:0044341],GO:0005436; GO:0005886; GO:0044341,plasma membrane [GO:0005886],sodium:phosphate symporter activity [GO:0005436]
PA3970,Q9HX46,unreviewed,Q9HX46_PSEAE,AMP nucleosidase (EC 3.2.2.4),amn PA3970,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),499,AMP salvage [GO:0044209]; nucleoside metabolic process [GO:0009116],cytosol [GO:0005829]; AMP nucleosidase activity [GO:0008714]; AMP salvage [GO:0044209]; nucleoside metabolic process [GO:0009116],GO:0005829; GO:0008714; GO:0009116; GO:0044209,cytosol [GO:0005829],AMP nucleosidase activity [GO:0008714]
PA4589,Q9HVJ6,unreviewed,Q9HVJ6_PSEAE,Probable outer membrane protein,PA4589,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),463,,cell outer membrane [GO:0009279]; long-chain fatty acid transporting porin activity [GO:0015483],GO:0009279; GO:0015483,cell outer membrane [GO:0009279],long-chain fatty acid transporting porin activity [GO:0015483]
PA0829,Q9I5B0,unreviewed,Q9I5B0_PSEAE,Probable hydrolase,PA0829,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),313,,hydrolase activity [GO:0016787],GO:0016787,,hydrolase activity [GO:0016787]
PA0140,Q9I6Z2,reviewed,AHPF_PSEAE,Alkyl hydroperoxide reductase subunit F (EC 1.8.1.-),ahpF PA0140,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),521,cell redox homeostasis [GO:0045454]; response to reactive oxygen species [GO:0000302],cytosol [GO:0005829]; alkyl hydroperoxide reductase activity [GO:0008785]; flavin adenine dinucleotide binding [GO:0050660]; NAD binding [GO:0051287]; thioredoxin-disulfide reductase activity [GO:0004791]; cell redox homeostasis [GO:0045454]; response to reactive oxygen species [GO:0000302],GO:0000302; GO:0004791; GO:0005829; GO:0008785; GO:0045454; GO:0050660; GO:0051287,cytosol [GO:0005829],alkyl hydroperoxide reductase activity [GO:0008785]; flavin adenine dinucleotide binding [GO:0050660]; NAD binding [GO:0051287]; thioredoxin-disulfide reductase activity [GO:0004791]
PA5412,Q9HTF2,unreviewed,Q9HTF2_PSEAE,Uncharacterized protein,PA5412,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),837,,membrane [GO:0016020],GO:0016020,membrane [GO:0016020],
PA3497,Q9HYB2,unreviewed,Q9HYB2_PSEAE,Uncharacterized protein,PA3497,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),406,,,,,
PA1490,Q9I3M2,unreviewed,Q9I3M2_PSEAE,Probable transcriptional regulator,PA1490,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),258,,DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700],GO:0003677; GO:0003700,,DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]
PA2340,Q9I1D8,unreviewed,Q9I1D8_PSEAE,Probable binding-protein-dependent maltose/mannitol transport protein,PA2340,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),277,transmembrane transport [GO:0055085],ATP-binding cassette (ABC) transporter complex [GO:0043190]; transmembrane transport [GO:0055085],GO:0043190; GO:0055085,ATP-binding cassette (ABC) transporter complex [GO:0043190],
PA0916,Q9I541,reviewed,RIMO_PSEAE,Ribosomal protein S12 methylthiotransferase RimO (S12 MTTase) (S12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein S12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO),rimO PA0916,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),440,tRNA modification [GO:0006400],"cytosol [GO:0005829]; 4 iron, 4 sulfur cluster binding [GO:0051539]; aspartic acid methylthiotransferase activity [GO:0035599]; metal ion binding [GO:0046872]; protein methylthiotransferase activity [GO:0103039]; tRNA modification [GO:0006400]",GO:0005829; GO:0006400; GO:0035599; GO:0046872; GO:0051539; GO:0103039,cytosol [GO:0005829],"4 iron, 4 sulfur cluster binding [GO:0051539]; aspartic acid methylthiotransferase activity [GO:0035599]; metal ion binding [GO:0046872]; protein methylthiotransferase activity [GO:0103039]"
PA3383,Q9HYL8,unreviewed,Q9HYL8_PSEAE,Binding protein component of ABC phosphonate transporter,PA3383,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),334,organic phosphonate transport [GO:0015716]; transmembrane transport [GO:0055085],ATP-binding cassette (ABC) transporter complex [GO:0043190]; organic phosphonate transport [GO:0015716]; transmembrane transport [GO:0055085],GO:0015716; GO:0043190; GO:0055085,ATP-binding cassette (ABC) transporter complex [GO:0043190],
PA1391,Q9I3V3,unreviewed,Q9I3V3_PSEAE,Probable glycosyl transferase,PA1391,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),591,,glycosyltransferase activity [GO:0016757],GO:0016757,,glycosyltransferase activity [GO:0016757]
PA2110,Q9I205,unreviewed,Q9I205_PSEAE,Carboxyltransferase domain-containing protein,PA2110,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),313,,ATP binding [GO:0005524]; hydrolase activity [GO:0016787],GO:0005524; GO:0016787,,ATP binding [GO:0005524]; hydrolase activity [GO:0016787]
PA3061,Q9HZE7,unreviewed,Q9HZE7_PSEAE,PelD,pelD PA3061,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),455,extracellular polysaccharide biosynthetic process [GO:0045226]; single-species biofilm formation [GO:0044010],membrane [GO:0016020]; cyclic-di-GMP binding [GO:0035438]; extracellular polysaccharide biosynthetic process [GO:0045226]; single-species biofilm formation [GO:0044010],GO:0016020; GO:0035438; GO:0044010; GO:0045226,membrane [GO:0016020],cyclic-di-GMP binding [GO:0035438]
PA1537,Q9I3H6,unreviewed,Q9I3H6_PSEAE,Probable short-chain dehydrogenase,PA1537,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),295,,cytosol [GO:0005829]; oxidoreductase activity [GO:0016491],GO:0005829; GO:0016491,cytosol [GO:0005829],oxidoreductase activity [GO:0016491]
PA3389,Q9HYL4,unreviewed,Q9HYL4_PSEAE,Probable ring-cleaving dioxygenase,PA3389,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),137,L-methylmalonyl-CoA metabolic process [GO:0046491],dioxygenase activity [GO:0051213]; methylmalonyl-CoA epimerase activity [GO:0004493]; L-methylmalonyl-CoA metabolic process [GO:0046491],GO:0004493; GO:0046491; GO:0051213,,dioxygenase activity [GO:0051213]; methylmalonyl-CoA epimerase activity [GO:0004493]
PA2251,Q9I1L8,unreviewed,Q9I1L8_PSEAE,XRE family transcriptional regulator,PA2251,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),272,,,,,
PA1751,Q9I2Y6,unreviewed,Q9I2Y6_PSEAE,Thioredoxin,PA1751,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),125,,,,,
PA3730,Q9HXR2,unreviewed,Q9HXR2_PSEAE,DUF1449 family protein,PA3730,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),213,,membrane [GO:0016020],GO:0016020,membrane [GO:0016020],
PA5477,Q9HT93,unreviewed,Q9HT93_PSEAE,DUF2914 domain-containing protein,PA5477,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),346,,membrane [GO:0016020],GO:0016020,membrane [GO:0016020],
PA1389,Q9I3V5,unreviewed,Q9I3V5_PSEAE,Probable glycosyl transferase,PA1389,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),494,,transferase activity [GO:0016740],GO:0016740,,transferase activity [GO:0016740]
PA1268,Q9I476,reviewed,4HYPE_PSEAE,4-hydroxyproline 2-epimerase (4Hyp 2-epimerase) (4HypE) (EC 5.1.1.8) (Hydroxyproline-2-epimerase) (PaHyPRE),PA1268,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),314,,4-hydroxyproline epimerase activity [GO:0047580],GO:0047580,,4-hydroxyproline epimerase activity [GO:0047580]
PA2540,Q9I0U4,unreviewed,Q9I0U4_PSEAE,Bifunctional alpha/beta hydrolase/class I SAM-dependent methyltransferase,PA2540,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),586,,membrane [GO:0016020]; lipase activity [GO:0016298],GO:0016020; GO:0016298,membrane [GO:0016020],lipase activity [GO:0016298]
PA1869,O52658,reviewed,ACP2_PSEAE,Acyl carrier protein 2 (ACP 2),acpP2 PA1869,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),79,lipid A biosynthetic process [GO:0009245],cytosol [GO:0005829]; acyl binding [GO:0000035]; acyl carrier activity [GO:0000036]; phosphopantetheine binding [GO:0031177]; lipid A biosynthetic process [GO:0009245],GO:0000035; GO:0000036; GO:0005829; GO:0009245; GO:0031177,cytosol [GO:0005829],acyl binding [GO:0000035]; acyl carrier activity [GO:0000036]; phosphopantetheine binding [GO:0031177]
PA3785,Q9HXL0,unreviewed,Q9HXL0_PSEAE,Copper chaperone PCu(A)C,PA3785,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),158,,,,,
PA5551,Q9HT23,unreviewed,Q9HT23_PSEAE,Peptidase M23 domain-containing protein,PA5551,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),169,,metalloendopeptidase activity [GO:0004222],GO:0004222,,metalloendopeptidase activity [GO:0004222]
PA3490,Q9HYB9,reviewed,RNFB_PSEAE,Ion-translocating oxidoreductase complex subunit B (EC 7.-.-.-) (Rnf electron transport complex subunit B),rnfB PA3490,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),188,,"plasma membrane [GO:0005886]; 4 iron, 4 sulfur cluster binding [GO:0051539]; electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]",GO:0005886; GO:0009055; GO:0046872; GO:0051539,plasma membrane [GO:0005886],"4 iron, 4 sulfur cluster binding [GO:0051539]; electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]"
PA4354,Q9HW47,unreviewed,Q9HW47_PSEAE,HTH arsR-type domain-containing protein,PA4354,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),100,negative regulation of DNA-templated transcription [GO:0045892]; regulation of DNA-templated transcription [GO:0006355]; regulation of single-species biofilm formation on inanimate substrate [GO:1900231],DNA-binding transcription factor activity [GO:0003700]; negative regulation of DNA-templated transcription [GO:0045892]; regulation of DNA-templated transcription [GO:0006355]; regulation of single-species biofilm formation on inanimate substrate [GO:1900231],GO:0003700; GO:0006355; GO:0045892; GO:1900231,,DNA-binding transcription factor activity [GO:0003700]
PA1740,Q9I2Z7,unreviewed,Q9I2Z7_PSEAE,Uncharacterized protein,PA1740,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),332,,,,,
PA2058,Q9I257,unreviewed,Q9I257_PSEAE,Probable binding protein component of ABC transporter,PA2058,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),602,microcin transport [GO:0042884]; peptide transport [GO:0015833],ATP-binding cassette (ABC) transporter complex [GO:0043190]; outer membrane-bounded periplasmic space [GO:0030288]; peptide transmembrane transporter activity [GO:1904680]; microcin transport [GO:0042884]; peptide transport [GO:0015833],GO:0015833; GO:0030288; GO:0042884; GO:0043190; GO:1904680,ATP-binding cassette (ABC) transporter complex [GO:0043190]; outer membrane-bounded periplasmic space [GO:0030288],peptide transmembrane transporter activity [GO:1904680]
